2026-01-03 07:21:26,613 p=94759 u=dgoldgar n=ansible ERROR| [ERROR]: Unable to read source file (/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml): [Errno 2] No such file or directory: '/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/group_vars/all/vault.yml'
2026-01-05 09:22:42,492 p=75653 u=dgoldgar n=ansible INFO| ok: [raspberry-pearl] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,499 p=75653 u=dgoldgar n=ansible INFO| ok: [raspberry-five] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,506 p=75653 u=dgoldgar n=ansible INFO| ok: [ubuntu-one] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,511 p=75653 u=dgoldgar n=ansible INFO| ok: [main] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,519 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-backdoor] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,526 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-catbox] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,846 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-catfood] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,860 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-driveway1] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,874 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-frontpath] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,881 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-frontdoor] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,890 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-frontporch] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,900 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-kitchenporch] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,907 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-woodstove] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,914 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-aoqee1] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,920 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-aoqee2] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,921 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-aoqee3] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:42,927 p=75653 u=dgoldgar n=ansible INFO| ok: [camera-aoqee4] => {
    "msg": "Tasks are executing from /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project"
}
2026-01-05 09:22:43,222 p=75653 u=dgoldgar n=ansible INFO| TASK [test : Touch test file /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/ansible_test.touch] ***
2026-01-05 09:22:43,222 p=75653 u=dgoldgar n=ansible INFO| task path: /Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/roles/test/tasks/main.yml:7
2026-01-05 09:22:43,657 p=75653 u=dgoldgar n=ansible INFO| changed: [dgoldga-ltmpyaj] => {"ansible_facts": {"discovered_interpreter_python": "/opt/homebrew/bin/python3.13"}, "changed": true, "dest": "/Users/dgoldgar/LITTERBOX/PERSONAL/litterbox-manager/ansible/project/ansible_test.touch", "gid": 20, "group": "staff", "mode": "0644", "owner": "dgoldgar", "size": 0, "state": "file", "uid": 501}
